order_item_id,order_id,product_id,quantity,unit_price,line_total,discount_amount
3614_1,3614,63,2,477.33,954.66,0
3614_2,3614,150,2,976.22,1952.44,0
3614_3,3614,194,1,78.56,78.56,0
3614_4,3614,203,3,897.53,2692.59,0
3614_5,3614,402,2,900.79,1801.58,0
3615_1,3615,456,2,663.32,1326.64,0
3616_1,3616,179,2,373.05,746.1,0
3617_1,3617,496,1,250.63,250.63,0
3617_2,3617,390,2,505.62,1011.24,0
3617_3,3617,176,3,765.5,2296.5,0
3618_1,3618,398,2,588.64,1177.28,0
3619_1,3619,466,2,998.81,1997.62,0
3619_2,3619,317,2,410.5,821.0,0
3619_3,3619,132,2,993.96,1987.92,0
3619_4,3619,202,3,745.4,2236.2,0
3620_1,3620,396,1,711.41,711.41,0
3620_2,3620,102,2,195.96,391.92,0
3620_3,3620,172,3,151.19,453.57,0
3621_1,3621,472,1,414.51,414.51,0
3621_2,3621,117,2,85.52,171.04,0
3621_3,3621,150,3,976.22,2928.66,0
3621_4,3621,28,3,297.15,891.4499999999999,0
3622_1,3622,389,3,883.59,2650.77,0
3622_2,3622,51,1,194.98,194.98,0
3622_3,3622,287,2,903.24,1806.48,0
3622_4,3622,347,2,459.31,918.62,0
3623_1,3623,342,3,835.82,2507.46,0
3623_2,3623,7,2,968.31,1936.62,0
3623_3,3623,75,3,126.24,378.71999999999997,0
3623_4,3623,215,2,846.63,1693.26,0
3624_1,3624,358,2,308.04,616.08,0
3625_1,3625,430,3,501.62,1504.8600000000001,0
3625_2,3625,285,2,57.35,114.7,0
3625_3,3625,328,3,530.01,1590.03,0
3626_1,3626,386,1,37.68,37.68,0
3627_1,3627,106,3,935.32,2805.96,0
3627_2,3627,241,3,772.68,2318.04,0
3627_3,3627,418,2,32.31,64.62,0
3627_4,3627,12,1,191.26,191.26,0
3628_1,3628,437,2,201.7,403.4,0
3629_1,3629,309,2,93.22,186.44,0
3629_2,3629,92,3,733.16,2199.48,0
3629_3,3629,131,2,227.13,454.26,0
3629_4,3629,82,2,576.17,1152.34,0
3630_1,3630,460,1,867.07,867.07,0
3630_2,3630,179,2,373.05,746.1,0
3630_3,3630,381,3,639.83,1919.4900000000002,0
3631_1,3631,56,1,990.48,990.48,0
3631_2,3631,30,2,520.36,1040.72,0
3631_3,3631,222,3,857.77,2573.31,0
3632_1,3632,228,3,603.94,1811.8200000000002,0
3632_2,3632,284,1,844.63,844.63,0
3633_1,3633,86,2,942.62,1885.24,0
3633_2,3633,370,3,337.98,1013.94,0
3633_3,3633,289,3,57.51,172.53,0
3633_4,3633,52,2,254.87,509.74,0
3633_5,3633,473,1,555.92,555.92,0
3634_1,3634,287,2,903.24,1806.48,0
3635_1,3635,445,3,715.99,2147.9700000000003,0
3635_2,3635,164,2,169.6,339.2,0
3636_1,3636,330,3,737.46,2212.38,0
3636_2,3636,402,2,900.79,1801.58,0
3636_3,3636,78,2,70.18,140.36,0
3636_4,3636,391,2,529.8,1059.6,0
3636_5,3636,300,3,216.56,649.6800000000001,0
3637_1,3637,277,1,580.64,580.64,0
3637_2,3637,436,2,443.56,887.12,0
3637_3,3637,426,1,498.61,498.61,0
3637_4,3637,340,3,355.35,1066.0500000000002,0
3638_1,3638,474,2,768.31,1536.62,0
3639_1,3639,423,3,39.67,119.01,0
3639_2,3639,345,3,527.94,1583.8200000000002,0
3639_3,3639,293,1,452.3,452.3,0
3639_4,3639,238,3,388.57,1165.71,0
3640_1,3640,38,2,989.47,1978.94,0
3641_1,3641,420,1,84.02,84.02,0
3641_2,3641,109,3,210.29,630.87,0
3641_3,3641,75,2,126.24,252.48,0
3641_4,3641,25,2,84.36,168.72,0
3641_5,3641,355,2,920.98,1841.96,0
3642_1,3642,200,3,565.29,1695.87,0
3642_2,3642,271,1,391.72,391.72,0
3642_3,3642,261,3,439.13,1317.3899999999999,0
3643_1,3643,223,2,908.9,1817.8,0
3643_2,3643,442,2,998.1,1996.2,0
3643_3,3643,246,2,419.6,839.2,0
3643_4,3643,267,2,792.98,1585.96,0
3643_5,3643,147,1,712.25,712.25,0
3644_1,3644,205,2,13.63,27.26,0
3644_2,3644,96,3,228.42,685.26,0
3644_3,3644,212,1,358.68,358.68,0
3645_1,3645,168,3,453.0,1359.0,0
3646_1,3646,45,2,728.72,1457.44,0
3646_2,3646,440,3,814.49,2443.4700000000003,0
3646_3,3646,489,1,350.6,350.6,0
3646_4,3646,304,2,782.21,1564.42,0
3646_5,3646,131,2,227.13,454.26,0
3647_1,3647,363,3,957.91,2873.73,0
3647_2,3647,376,3,881.09,2643.27,0
3647_3,3647,392,2,358.34,716.68,0
3648_1,3648,426,2,498.61,997.22,0
3648_2,3648,31,1,849.86,849.86,0
3648_3,3648,90,1,724.85,724.85,0
3648_4,3648,17,3,93.73,281.19,0
3649_1,3649,445,1,715.99,715.99,0
3649_2,3649,211,2,504.13,1008.26,0
3649_3,3649,405,3,634.97,1904.91,0
3650_1,3650,421,3,505.04,1515.1200000000001,0
3650_2,3650,395,3,382.75,1148.25,0
3650_3,3650,154,2,37.76,75.52,0
3650_4,3650,13,1,293.94,293.94,0
3651_1,3651,260,2,318.46,636.92,0
3651_2,3651,205,2,13.63,27.26,0
3651_3,3651,187,1,207.47,207.47,0
3651_4,3651,197,1,963.72,963.72,0
3651_5,3651,23,2,613.09,1226.18,0
3652_1,3652,37,3,434.05,1302.15,0
3652_2,3652,13,2,293.94,587.88,0
3652_3,3652,40,2,119.55,239.1,0
3652_4,3652,196,3,832.23,2496.69,0
3653_1,3653,253,2,224.13,448.26,0
3653_2,3653,34,3,205.56,616.6800000000001,0
3654_1,3654,461,2,809.31,1618.62,0
3654_2,3654,144,3,608.12,1824.3600000000001,0
3654_3,3654,272,3,565.34,1696.02,0
3654_4,3654,50,2,763.28,1526.56,0
3655_1,3655,219,1,927.95,927.95,0
3655_2,3655,220,3,807.8,2423.3999999999996,0
3656_1,3656,414,1,505.83,505.83,0
3657_1,3657,479,2,25.95,51.9,0
3657_2,3657,180,2,92.65,185.3,0
3657_3,3657,183,3,382.05,1146.15,0
3658_1,3658,409,2,95.15,190.3,0
3658_2,3658,283,3,305.45,916.3499999999999,0
3658_3,3658,385,1,801.85,801.85,0
3658_4,3658,421,1,505.04,505.04,0
3659_1,3659,413,1,532.86,532.86,0
3659_2,3659,75,2,126.24,252.48,0
3659_3,3659,244,2,269.36,538.72,0
3659_4,3659,87,1,645.98,645.98,0
3659_5,3659,98,1,156.84,156.84,0
3660_1,3660,426,1,498.61,498.61,0
3660_2,3660,167,1,992.35,992.35,0
3660_3,3660,376,3,881.09,2643.27,0
3660_4,3660,498,2,735.46,1470.92,0
3661_1,3661,8,2,596.38,1192.76,0
3661_2,3661,445,2,715.99,1431.98,0
3661_3,3661,48,2,681.52,1363.04,0
3661_4,3661,485,1,380.96,380.96,0
3661_5,3661,11,1,779.74,779.74,0
3662_1,3662,331,1,260.99,260.99,0
3663_1,3663,149,1,406.39,406.39,0
3663_2,3663,40,1,119.55,119.55,0
3663_3,3663,207,1,748.24,748.24,0
3664_1,3664,89,2,331.31,662.62,0
3664_2,3664,99,3,193.17,579.51,0
3664_3,3664,425,2,336.3,672.6,0
3664_4,3664,321,3,741.69,2225.07,0
3664_5,3664,276,3,458.25,1374.75,0
3665_1,3665,345,2,527.94,1055.88,0
3665_2,3665,267,2,792.98,1585.96,0
3665_3,3665,332,3,713.05,2139.1499999999996,0
3666_1,3666,346,3,310.6,931.8000000000001,0
3666_2,3666,462,3,294.53,883.5899999999999,0
3666_3,3666,161,3,705.62,2116.86,0
3667_1,3667,308,2,665.26,1330.52,0
3667_2,3667,482,1,332.52,332.52,0
3667_3,3667,376,3,881.09,2643.27,0
3668_1,3668,235,2,838.95,1677.9,0
3669_1,3669,223,3,908.9,2726.7,0
3669_2,3669,66,3,337.89,1013.67,0
3669_3,3669,381,2,639.83,1279.66,0
3670_1,3670,240,2,303.94,607.88,0
3670_2,3670,137,3,36.07,108.21000000000001,0
3670_3,3670,296,2,91.96,183.92,0
3670_4,3670,482,3,332.52,997.56,0
3670_5,3670,252,1,610.04,610.04,0
3671_1,3671,408,3,233.23,699.6899999999999,0
3671_2,3671,98,2,156.84,313.68,0
3671_3,3671,450,2,744.48,1488.96,0
3671_4,3671,34,1,205.56,205.56,0
3671_5,3671,449,3,912.92,2738.7599999999998,0
3672_1,3672,363,1,957.91,957.91,0
3672_2,3672,154,2,37.76,75.52,0
3672_3,3672,213,1,122.24,122.24,0
3672_4,3672,67,2,533.56,1067.12,0
3673_1,3673,31,2,849.86,1699.72,0
3673_2,3673,22,2,994.27,1988.54,0
3673_3,3673,300,1,216.56,216.56,0
3673_4,3673,326,3,587.32,1761.96,0
3674_1,3674,42,1,948.88,948.88,0
3674_2,3674,389,1,883.59,883.59,0
3674_3,3674,176,1,765.5,765.5,0
3675_1,3675,335,1,994.14,994.14,0
3675_2,3675,441,3,289.76,869.28,0
3675_3,3675,22,1,994.27,994.27,0
3676_1,3676,61,1,423.88,423.88,0
3676_2,3676,131,1,227.13,227.13,0
3677_1,3677,448,2,708.44,1416.88,0
3677_2,3677,350,2,787.4,1574.8,0
3677_3,3677,119,1,189.54,189.54,0
3677_4,3677,168,1,453.0,453.0,0
3678_1,3678,342,1,835.82,835.82,0
3678_2,3678,253,3,224.13,672.39,0
3678_3,3678,229,2,249.4,498.8,0
3678_4,3678,231,3,137.57,412.71,0
3678_5,3678,421,2,505.04,1010.08,0
3679_1,3679,49,3,17.94,53.82000000000001,0
3679_2,3679,445,1,715.99,715.99,0
3679_3,3679,469,3,133.05,399.15000000000003,0
3680_1,3680,188,2,491.42,982.84,0
3681_1,3681,420,1,84.02,84.02,0
3681_2,3681,175,3,187.38,562.14,0
3681_3,3681,216,3,705.06,2115.18,0
3682_1,3682,441,3,289.76,869.28,0
3682_2,3682,182,3,702.74,2108.2200000000003,0
3682_3,3682,434,1,556.96,556.96,0
3682_4,3682,110,1,314.3,314.3,0
3683_1,3683,493,3,735.71,2207.13,0
3684_1,3684,496,1,250.63,250.63,0
3684_2,3684,66,2,337.89,675.78,0
3684_3,3684,310,1,436.53,436.53,0
3684_4,3684,165,1,953.28,953.28,0
3684_5,3684,491,3,955.62,2866.86,0
3685_1,3685,460,1,867.07,867.07,0
3685_2,3685,278,2,912.52,1825.04,0
3685_3,3685,488,1,718.6,718.6,0
3685_4,3685,139,2,39.87,79.74,0
3686_1,3686,334,1,30.51,30.51,0
3686_2,3686,311,1,106.82,106.82,0
3686_3,3686,431,2,310.37,620.74,0
3686_4,3686,62,2,10.52,21.04,0
3686_5,3686,229,1,249.4,249.4,0
3687_1,3687,172,2,151.19,302.38,0
3688_1,3688,201,2,671.27,1342.54,0
3688_2,3688,185,3,473.79,1421.3700000000001,0
3688_3,3688,118,1,608.45,608.45,0
3688_4,3688,214,3,557.22,1671.66,0
3688_5,3688,28,2,297.15,594.3,0
3689_1,3689,463,3,576.87,1730.6100000000001,0
3689_2,3689,139,2,39.87,79.74,0
3689_3,3689,373,2,896.09,1792.18,0
3689_4,3689,172,1,151.19,151.19,0
3690_1,3690,458,2,923.46,1846.92,0
3690_2,3690,335,1,994.14,994.14,0
3690_3,3690,411,2,776.63,1553.26,0
3691_1,3691,436,2,443.56,887.12,0
3691_2,3691,188,1,491.42,491.42,0
3691_3,3691,214,3,557.22,1671.66,0
3691_4,3691,449,3,912.92,2738.7599999999998,0
3691_5,3691,403,1,923.14,923.14,0
3692_1,3692,117,1,85.52,85.52,0
3692_2,3692,11,2,779.74,1559.48,0
3692_3,3692,484,1,333.27,333.27,0
3692_4,3692,33,2,194.29,388.58,0
3693_1,3693,433,2,612.05,1224.1,0
3693_2,3693,297,1,650.65,650.65,0
3693_3,3693,145,3,834.34,2503.02,0
3693_4,3693,492,1,997.82,997.82,0
3693_5,3693,23,2,613.09,1226.18,0
3694_1,3694,29,3,740.64,2221.92,0
3694_2,3694,44,2,331.63,663.26,0
3694_3,3694,325,1,682.4,682.4,0
3694_4,3694,278,2,912.52,1825.04,0
3695_1,3695,405,3,634.97,1904.91,0
3695_2,3695,35,1,132.59,132.59,0
3695_3,3695,165,3,953.28,2859.84,0
3696_1,3696,274,3,324.6,973.8000000000001,0
3696_2,3696,350,3,787.4,2362.2,0
3696_3,3696,210,3,308.92,926.76,0
3696_4,3696,261,2,439.13,878.26,0
3696_5,3696,158,1,55.21,55.21,0
3697_1,3697,436,2,443.56,887.12,0
3697_2,3697,445,3,715.99,2147.9700000000003,0
3697_3,3697,302,3,849.32,2547.96,0
3697_4,3697,296,3,91.96,275.88,0
3698_1,3698,300,3,216.56,649.6800000000001,0
3698_2,3698,472,1,414.51,414.51,0
3698_3,3698,2,2,383.37,766.74,0
3698_4,3698,407,3,207.73,623.1899999999999,0
3698_5,3698,15,1,772.86,772.86,0
3699_1,3699,212,2,358.68,717.36,0
3700_1,3700,246,3,419.6,1258.8000000000002,0
3700_2,3700,67,1,533.56,533.56,0
3701_1,3701,494,1,477.6,477.6,0
3702_1,3702,72,1,538.21,538.21,0
3702_2,3702,113,3,11.19,33.57,0
3702_3,3702,120,3,308.54,925.6200000000001,0
3702_4,3702,9,3,163.93,491.79,0
3703_1,3703,374,2,317.77,635.54,0
3704_1,3704,274,2,324.6,649.2,0
3704_2,3704,51,2,194.98,389.96,0
3704_3,3704,384,1,498.02,498.02,0
3705_1,3705,471,1,966.22,966.22,0
3705_2,3705,393,3,860.07,2580.21,0
3705_3,3705,218,1,933.16,933.16,0
3705_4,3705,90,2,724.85,1449.7,0
3706_1,3706,36,1,257.62,257.62,0
3706_2,3706,354,1,392.37,392.37,0
3706_3,3706,31,2,849.86,1699.72,0
3706_4,3706,363,1,957.91,957.91,0
3706_5,3706,32,2,335.26,670.52,0
3707_1,3707,369,2,598.39,1196.78,0
3707_2,3707,111,2,695.11,1390.22,0
3708_1,3708,87,3,645.98,1937.94,0
3709_1,3709,110,3,314.3,942.9000000000001,0
3709_2,3709,90,3,724.85,2174.55,0
3709_3,3709,445,3,715.99,2147.9700000000003,0
3709_4,3709,190,1,643.8,643.8,0
3709_5,3709,156,1,556.16,556.16,0
3710_1,3710,272,1,565.34,565.34,0
3710_2,3710,158,2,55.21,110.42,0
3711_1,3711,451,1,45.5,45.5,0
3712_1,3712,285,3,57.35,172.05,0
3712_2,3712,187,1,207.47,207.47,0
3712_3,3712,168,2,453.0,906.0,0
3712_4,3712,255,1,274.9,274.9,0
3713_1,3713,269,1,325.39,325.39,0
3713_2,3713,292,2,863.27,1726.54,0
3714_1,3714,370,3,337.98,1013.94,0
3714_2,3714,112,2,111.78,223.56,0
3714_3,3714,70,2,200.99,401.98,0
3714_4,3714,118,3,608.45,1825.3500000000001,0
3715_1,3715,292,2,863.27,1726.54,0
3715_2,3715,412,1,193.44,193.44,0
3715_3,3715,432,2,931.92,1863.84,0
3715_4,3715,355,3,920.98,2762.94,0
3716_1,3716,356,2,682.12,1364.24,0
3716_2,3716,164,2,169.6,339.2,0
3716_3,3716,201,1,671.27,671.27,0
3716_4,3716,308,3,665.26,1995.78,0
3717_1,3717,163,2,798.1,1596.2,0
3718_1,3718,116,1,177.85,177.85,0
3718_2,3718,267,3,792.98,2378.94,0
3719_1,3719,5,2,278.33,556.66,0
3719_2,3719,98,3,156.84,470.52,0
3719_3,3719,476,2,59.07,118.14,0
3720_1,3720,437,1,201.7,201.7,0
3720_2,3720,486,1,168.7,168.7,0
3720_3,3720,128,2,389.34,778.68,0
3720_4,3720,485,2,380.96,761.92,0
3720_5,3720,51,1,194.98,194.98,0
3721_1,3721,415,3,803.57,2410.71,0
3721_2,3721,46,3,118.63,355.89,0
3722_1,3722,431,2,310.37,620.74,0
3722_2,3722,384,3,498.02,1494.06,0
3722_3,3722,190,1,643.8,643.8,0
3722_4,3722,251,2,14.95,29.9,0
3723_1,3723,488,3,718.6,2155.8,0
3723_2,3723,191,1,71.77,71.77,0
3723_3,3723,471,1,966.22,966.22,0
3724_1,3724,398,1,588.64,588.64,0
3724_2,3724,446,2,870.27,1740.54,0
3724_3,3724,114,2,155.89,311.78,0
3725_1,3725,126,3,359.07,1077.21,0
3725_2,3725,147,1,712.25,712.25,0
3725_3,3725,262,1,817.72,817.72,0
3726_1,3726,362,3,961.82,2885.46,0
3726_2,3726,246,3,419.6,1258.8000000000002,0
3726_3,3726,69,1,745.15,745.15,0
3726_4,3726,295,3,487.87,1463.6100000000001,0
3726_5,3726,377,2,478.99,957.98,0
3727_1,3727,31,2,849.86,1699.72,0
3727_2,3727,167,1,992.35,992.35,0
3728_1,3728,48,1,681.52,681.52,0
3728_2,3728,207,3,748.24,2244.7200000000003,0
3728_3,3728,49,2,17.94,35.88,0
3728_4,3728,277,1,580.64,580.64,0
3729_1,3729,312,2,301.06,602.12,0
3729_2,3729,147,1,712.25,712.25,0
3729_3,3729,343,1,968.46,968.46,0
3730_1,3730,324,2,30.61,61.22,0
3730_2,3730,499,1,564.84,564.84,0
3730_3,3730,258,1,181.22,181.22,0
3730_4,3730,204,3,794.09,2382.27,0
3731_1,3731,471,1,966.22,966.22,0
3732_1,3732,188,2,491.42,982.84,0
3732_2,3732,367,3,468.17,1404.51,0
3732_3,3732,209,1,581.06,581.06,0
3733_1,3733,140,1,22.34,22.34,0
3733_2,3733,372,1,152.7,152.7,0
3733_3,3733,264,1,454.9,454.9,0
3734_1,3734,149,2,406.39,812.78,0
3734_2,3734,20,1,133.43,133.43,0
3734_3,3734,64,3,259.73,779.19,0
3734_4,3734,407,2,207.73,415.46,0
3735_1,3735,372,2,152.7,305.4,0
3735_2,3735,222,1,857.77,857.77,0
3735_3,3735,488,2,718.6,1437.2,0
3735_4,3735,396,2,711.41,1422.82,0
3735_5,3735,296,1,91.96,91.96,0
3736_1,3736,108,1,546.94,546.94,0
3736_2,3736,174,2,77.47,154.94,0
3736_3,3736,443,1,131.14,131.14,0
3736_4,3736,498,3,735.46,2206.38,0
3737_1,3737,136,1,126.05,126.05,0
3737_2,3737,453,2,285.18,570.36,0
3737_3,3737,413,2,532.86,1065.72,0
3738_1,3738,404,3,848.32,2544.96,0
3738_2,3738,3,1,183.96,183.96,0
3738_3,3738,445,1,715.99,715.99,0
3738_4,3738,34,3,205.56,616.6800000000001,0
3738_5,3738,200,2,565.29,1130.58,0
3739_1,3739,223,1,908.9,908.9,0
3739_2,3739,188,2,491.42,982.84,0
3739_3,3739,333,1,489.5,489.5,0
3740_1,3740,61,3,423.88,1271.6399999999999,0
3740_2,3740,447,1,700.78,700.78,0
3740_3,3740,55,3,157.23,471.68999999999994,0
3740_4,3740,404,2,848.32,1696.64,0
3740_5,3740,496,3,250.63,751.89,0
3741_1,3741,107,1,151.2,151.2,0
3741_2,3741,255,1,274.9,274.9,0
3741_3,3741,194,1,78.56,78.56,0
3741_4,3741,442,1,998.1,998.1,0
3741_5,3741,67,2,533.56,1067.12,0
3742_1,3742,481,3,511.86,1535.58,0
3742_2,3742,464,3,960.69,2882.07,0
3743_1,3743,481,3,511.86,1535.58,0
3743_2,3743,38,3,989.47,2968.41,0
3744_1,3744,477,3,511.64,1534.92,0
3744_2,3744,68,2,588.47,1176.94,0
3745_1,3745,38,1,989.47,989.47,0
3745_2,3745,412,2,193.44,386.88,0
3745_3,3745,446,1,870.27,870.27,0
3745_4,3745,248,3,810.45,2431.3500000000004,0
3746_1,3746,391,2,529.8,1059.6,0
3746_2,3746,373,1,896.09,896.09,0
3747_1,3747,323,3,150.41,451.23,0
3747_2,3747,348,1,62.65,62.65,0
3747_3,3747,304,3,782.21,2346.63,0
3747_4,3747,228,3,603.94,1811.8200000000002,0
3748_1,3748,346,3,310.6,931.8000000000001,0
3748_2,3748,95,3,871.32,2613.96,0
3749_1,3749,448,1,708.44,708.44,0
3749_2,3749,58,3,313.37,940.11,0
3750_1,3750,161,3,705.62,2116.86,0
3750_2,3750,99,2,193.17,386.34,0
3750_3,3750,398,1,588.64,588.64,0
3750_4,3750,208,2,604.92,1209.84,0
3751_1,3751,494,2,477.6,955.2,0
3751_2,3751,73,3,554.98,1664.94,0
3751_3,3751,341,3,316.22,948.6600000000001,0
3751_4,3751,465,2,908.63,1817.26,0
3752_1,3752,133,1,921.69,921.69,0
3753_1,3753,146,3,714.28,2142.84,0
3753_2,3753,143,3,23.07,69.21000000000001,0
3753_3,3753,348,2,62.65,125.3,0
3753_4,3753,383,2,481.39,962.78,0
3754_1,3754,263,2,207.71,415.42,0
3754_2,3754,313,3,611.36,1834.08,0
3754_3,3754,202,1,745.4,745.4,0
3755_1,3755,110,2,314.3,628.6,0
3755_2,3755,279,1,896.86,896.86,0
3756_1,3756,170,1,393.75,393.75,0
3756_2,3756,404,3,848.32,2544.96,0
3757_1,3757,344,3,503.93,1511.79,0
3757_2,3757,403,3,923.14,2769.42,0
3757_3,3757,341,1,316.22,316.22,0
3757_4,3757,357,2,769.97,1539.94,0
3757_5,3757,154,3,37.76,113.28,0
3758_1,3758,461,3,809.31,2427.93,0
3758_2,3758,387,3,584.72,1754.16,0
3759_1,3759,374,3,317.77,953.31,0
3759_2,3759,180,3,92.65,277.95000000000005,0
3760_1,3760,10,2,274.69,549.38,0
3761_1,3761,392,1,358.34,358.34,0
3761_2,3761,188,3,491.42,1474.26,0
3761_3,3761,25,2,84.36,168.72,0
3761_4,3761,181,3,52.24,156.72,0
3761_5,3761,126,3,359.07,1077.21,0
3762_1,3762,472,2,414.51,829.02,0
3763_1,3763,292,1,863.27,863.27,0
3763_2,3763,192,2,221.28,442.56,0
3764_1,3764,229,1,249.4,249.4,0
3765_1,3765,485,2,380.96,761.92,0
3765_2,3765,337,3,98.37,295.11,0
3765_3,3765,324,2,30.61,61.22,0
3765_4,3765,465,2,908.63,1817.26,0
3766_1,3766,421,1,505.04,505.04,0
3766_2,3766,58,2,313.37,626.74,0
3767_1,3767,372,3,152.7,458.09999999999997,0
3767_2,3767,435,2,133.98,267.96,0
3767_3,3767,273,2,578.2,1156.4,0
3767_4,3767,209,2,581.06,1162.12,0
3767_5,3767,350,1,787.4,787.4,0
3768_1,3768,11,1,779.74,779.74,0
3769_1,3769,68,1,588.47,588.47,0
3770_1,3770,363,1,957.91,957.91,0
3770_2,3770,183,2,382.05,764.1,0
3770_3,3770,426,2,498.61,997.22,0
3770_4,3770,460,3,867.07,2601.21,0
3770_5,3770,226,2,249.13,498.26,0
3771_1,3771,157,3,94.18,282.54,0
3771_2,3771,205,3,13.63,40.89,0
3772_1,3772,215,3,846.63,2539.89,0
3773_1,3773,295,3,487.87,1463.6100000000001,0
3773_2,3773,74,1,975.36,975.36,0
3773_3,3773,436,2,443.56,887.12,0
3774_1,3774,391,3,529.8,1589.3999999999999,0
3774_2,3774,473,3,555.92,1667.7599999999998,0
3775_1,3775,136,3,126.05,378.15,0
3775_2,3775,324,3,30.61,91.83,0
3775_3,3775,348,3,62.65,187.95,0
3775_4,3775,477,2,511.64,1023.28,0
3775_5,3775,279,1,896.86,896.86,0
3776_1,3776,69,2,745.15,1490.3,0
3776_2,3776,428,2,602.16,1204.32,0
3776_3,3776,344,2,503.93,1007.86,0
3776_4,3776,452,3,953.5,2860.5,0
3776_5,3776,442,3,998.1,2994.3,0
3777_1,3777,422,3,892.88,2678.64,0
3778_1,3778,283,2,305.45,610.9,0
3778_2,3778,368,1,93.8,93.8,0
3779_1,3779,436,2,443.56,887.12,0
3780_1,3780,360,1,147.21,147.21,0
3781_1,3781,482,2,332.52,665.04,0
3782_1,3782,244,2,269.36,538.72,0
3782_2,3782,165,3,953.28,2859.84,0
3782_3,3782,130,2,717.76,1435.52,0
3783_1,3783,305,1,689.39,689.39,0
3783_2,3783,367,3,468.17,1404.51,0
3783_3,3783,365,2,135.99,271.98,0
3783_4,3783,369,1,598.39,598.39,0
3784_1,3784,411,2,776.63,1553.26,0
3784_2,3784,160,1,202.92,202.92,0
3785_1,3785,222,1,857.77,857.77,0
3785_2,3785,400,1,504.43,504.43,0
3786_1,3786,356,3,682.12,2046.3600000000001,0
3786_2,3786,330,2,737.46,1474.92,0
3786_3,3786,373,1,896.09,896.09,0
3786_4,3786,405,3,634.97,1904.91,0
3787_1,3787,353,2,41.81,83.62,0
3787_2,3787,27,2,914.89,1829.78,0
3788_1,3788,480,2,721.13,1442.26,0
3788_2,3788,71,3,622.81,1868.4299999999998,0
3788_3,3788,382,3,248.27,744.8100000000001,0
3789_1,3789,330,2,737.46,1474.92,0
3789_2,3789,124,1,816.49,816.49,0
3789_3,3789,496,1,250.63,250.63,0
3790_1,3790,154,3,37.76,113.28,0
3790_2,3790,462,3,294.53,883.5899999999999,0
3790_3,3790,312,3,301.06,903.1800000000001,0
3790_4,3790,20,3,133.43,400.29,0
3791_1,3791,68,3,588.47,1765.41,0
3791_2,3791,27,1,914.89,914.89,0
3791_3,3791,276,3,458.25,1374.75,0
3791_4,3791,250,2,993.79,1987.58,0
3792_1,3792,79,2,500.07,1000.14,0
3792_2,3792,202,3,745.4,2236.2,0
3792_3,3792,482,1,332.52,332.52,0
3793_1,3793,94,2,115.37,230.74,0
3794_1,3794,169,3,857.38,2572.14,0
3794_2,3794,50,1,763.28,763.28,0
3794_3,3794,479,3,25.95,77.85,0
3794_4,3794,36,3,257.62,772.86,0
3795_1,3795,94,3,115.37,346.11,0
3795_2,3795,52,3,254.87,764.61,0
3795_3,3795,406,2,701.73,1403.46,0
3796_1,3796,487,2,35.27,70.54,0
3797_1,3797,154,1,37.76,37.76,0
3797_2,3797,140,3,22.34,67.02,0
3797_3,3797,52,2,254.87,509.74,0
3798_1,3798,240,1,303.94,303.94,0
3799_1,3799,29,1,740.64,740.64,0
3800_1,3800,332,1,713.05,713.05,0
3800_2,3800,280,3,26.1,78.30000000000001,0
3800_3,3800,458,1,923.46,923.46,0
3800_4,3800,259,2,962.24,1924.48,0
3800_5,3800,61,2,423.88,847.76,0
3801_1,3801,390,3,505.62,1516.8600000000001,0
3801_2,3801,336,3,743.59,2230.77,0
3801_3,3801,107,1,151.2,151.2,0
3801_4,3801,473,1,555.92,555.92,0
3801_5,3801,137,2,36.07,72.14,0
3802_1,3802,14,1,312.13,312.13,0
3802_2,3802,246,2,419.6,839.2,0
3802_3,3802,203,3,897.53,2692.59,0
3803_1,3803,16,1,732.64,732.64,0
3803_2,3803,146,2,714.28,1428.56,0
3803_3,3803,70,2,200.99,401.98,0
3804_1,3804,145,3,834.34,2503.02,0
3805_1,3805,271,1,391.72,391.72,0
3805_2,3805,381,2,639.83,1279.66,0
3806_1,3806,347,3,459.31,1377.93,0
3806_2,3806,137,3,36.07,108.21000000000001,0
3806_3,3806,376,1,881.09,881.09,0
3806_4,3806,472,1,414.51,414.51,0
3807_1,3807,20,1,133.43,133.43,0
3807_2,3807,418,1,32.31,32.31,0
3807_3,3807,1,3,154.86,464.58000000000004,0
3807_4,3807,170,3,393.75,1181.25,0
3807_5,3807,29,1,740.64,740.64,0
3808_1,3808,139,2,39.87,79.74,0
3808_2,3808,393,3,860.07,2580.21,0
3808_3,3808,349,2,835.76,1671.52,0
3809_1,3809,169,3,857.38,2572.14,0
3810_1,3810,476,2,59.07,118.14,0
3811_1,3811,125,1,153.21,153.21,0
3811_2,3811,332,2,713.05,1426.1,0
3812_1,3812,118,3,608.45,1825.3500000000001,0
3812_2,3812,40,3,119.55,358.65,0
3812_3,3812,258,3,181.22,543.66,0
3812_4,3812,237,1,161.51,161.51,0
3812_5,3812,135,2,250.06,500.12,0
3813_1,3813,235,3,838.95,2516.8500000000004,0
3813_2,3813,404,1,848.32,848.32,0
3813_3,3813,415,3,803.57,2410.71,0
3813_4,3813,14,3,312.13,936.39,0
3813_5,3813,20,3,133.43,400.29,0
3814_1,3814,46,3,118.63,355.89,0
3814_2,3814,7,2,968.31,1936.62,0
