order_id,customer_id,order_date,order_status,payment_method,shipping_method,shipping_cost,tax_amount,discount_amount,total_amount,created_at,updated_at
5232,4068,2025-09-01 23:45:12,Completed,Gift Card,Express,0.85,385.7,26.22,5181.54,2025-09-01 23:45:12,2025-09-01 23:45:12
5233,876,2026-01-05 07:58:22,Pending,PayPal,Next Day,5.97,142.13,0.0,1924.72,2026-01-05 07:58:22,2026-01-05 07:58:22
5234,3475,2025-08-18 10:47:12,Cancelled,PayPal,Express,12.47,16.37,0.0,233.48,2025-08-18 10:47:12,2025-08-18 10:47:12
5235,1757,2025-11-17 16:11:31,Completed,PayPal,Next Day,20.48,378.81,18.4,5116.0,2025-11-17 16:11:31,2025-11-17 16:11:31
5236,2026,2025-05-05 17:27:02,Completed,Gift Card,Standard,3.38,289.93,0.0,3917.49,2025-05-05 17:27:02,2025-05-05 17:27:02
5237,4970,2026-01-04 18:12:23,Pending,PayPal,Next Day,12.7,573.53,49.16,7706.21,2026-01-04 18:12:23,2026-01-04 18:12:23
5238,532,2025-05-30 03:59:42,Completed,Gift Card,Express,15.46,255.55,0.0,3465.38,2025-05-30 03:59:42,2025-05-30 03:59:42
5239,1400,2025-11-05 08:04:39,Completed,Credit Card,Express,14.96,241.75,0.0,3278.6,2025-11-05 08:04:39,2025-11-05 08:04:39
5240,3481,2025-05-22 14:30:51,Pending,Credit Card,Express,3.18,608.84,0.0,8222.49,2025-05-22 14:30:51,2025-05-22 14:30:51
5241,2725,2025-06-17 16:31:22,Pending,Debit Card,Next Day,1.97,130.08,15.51,1742.57,2025-06-17 16:31:22,2025-06-17 16:31:22
5242,3670,2025-10-03 08:49:46,Returned,Debit Card,Next Day,18.56,381.18,0.0,5164.47,2025-10-03 08:49:46,2025-10-03 08:49:46
5243,2247,2025-11-02 07:10:12,Completed,Debit Card,Next Day,9.43,528.18,0.0,7139.85,2025-11-02 07:10:12,2025-11-02 07:10:12
5244,4030,2025-12-09 14:03:09,Completed,PayPal,Next Day,17.4,58.84,0.0,811.8,2025-12-09 14:03:09,2025-12-09 14:03:09
5245,1171,2025-09-09 01:57:52,Completed,Gift Card,Standard,13.99,202.53,0.0,2748.19,2025-09-09 01:57:52,2025-09-09 01:57:52
5246,1319,2025-12-16 07:02:31,Pending,Debit Card,Express,10.6,248.6,0.0,3366.66,2025-12-16 07:02:31,2025-12-16 07:02:31
5247,3703,2025-03-06 01:37:09,Completed,Credit Card,Express,2.78,119.44,0.0,1615.16,2025-03-06 01:37:09,2025-03-06 01:37:09
5248,424,2025-09-05 02:58:41,Completed,PayPal,Next Day,22.26,413.02,0.0,5598.08,2025-09-05 02:58:41,2025-09-05 02:58:41
5249,3948,2025-06-08 23:28:34,Completed,Credit Card,Standard,2.62,70.55,0.0,954.99,2025-06-08 23:28:34,2025-06-08 23:28:34
5250,2797,2025-12-26 21:53:59,Completed,Credit Card,Standard,22.97,287.4,0.0,3902.91,2025-12-26 21:53:59,2025-12-26 21:53:59
5251,4825,2025-04-06 10:07:56,Completed,Gift Card,Next Day,6.42,192.38,0.0,2603.52,2025-04-06 10:07:56,2025-04-06 10:07:56
5252,3825,2025-08-31 21:37:47,Completed,PayPal,Standard,21.48,223.63,17.01,3023.47,2025-08-31 21:37:47,2025-08-31 21:37:47
5253,4487,2025-06-21 06:23:49,Pending,Credit Card,Express,16.4,136.93,0.0,1865.0,2025-06-21 06:23:49,2025-06-21 06:23:49
5254,1159,2025-03-06 13:03:33,Completed,Gift Card,Next Day,7.69,292.81,0.0,3960.57,2025-03-06 13:03:33,2025-03-06 13:03:33
5255,3701,2025-07-23 09:36:39,Completed,PayPal,Express,21.18,145.09,0.0,1979.91,2025-07-23 09:36:39,2025-07-23 09:36:39
5256,535,2025-03-03 22:48:05,Completed,Debit Card,Express,0.49,326.84,0.0,4412.82,2025-03-03 22:48:05,2025-03-03 22:48:05
5257,250,2025-09-14 06:25:03,Completed,Credit Card,Standard,6.62,210.75,0.0,2851.69,2025-09-14 06:25:03,2025-09-14 06:25:03
5258,3898,2025-06-16 19:58:07,Cancelled,Debit Card,Next Day,1.62,513.12,10.8,6917.9,2025-06-16 19:58:07,2025-06-16 19:58:07
5259,2405,2025-03-31 14:58:43,Returned,Credit Card,Next Day,6.93,210.73,18.93,2832.87,2025-03-31 14:58:43,2025-03-31 14:58:43
5260,1920,2025-07-04 23:49:44,Completed,Debit Card,Next Day,18.3,78.18,0.0,1073.79,2025-07-04 23:49:44,2025-07-04 23:49:44
5261,464,2025-05-05 05:06:53,Completed,Credit Card,Express,15.46,237.2,0.0,3217.7,2025-05-05 05:06:53,2025-05-05 05:06:53
5262,3257,2025-04-23 17:17:13,Completed,Gift Card,Next Day,0.65,266.48,0.0,3598.11,2025-04-23 17:17:13,2025-04-23 17:17:13
5263,158,2025-08-20 14:33:53,Completed,Credit Card,Express,21.47,221.51,0.0,3011.9,2025-08-20 14:33:53,2025-08-20 14:33:53
5264,4131,2026-01-15 21:15:17,Pending,Gift Card,Standard,7.95,221.04,6.7,2985.27,2026-01-15 21:15:17,2026-01-15 21:15:17
5265,4105,2025-10-19 18:58:17,Completed,Credit Card,Standard,24.56,277.45,30.38,3739.7,2025-10-19 18:58:17,2025-10-19 18:58:17
5266,522,2025-05-27 00:31:50,Completed,PayPal,Standard,22.1,36.0,0.0,508.12,2025-05-27 00:31:50,2025-05-27 00:31:50
5267,4486,2025-05-19 13:52:48,Completed,PayPal,Next Day,15.56,271.93,0.0,3686.6,2025-05-19 13:52:48,2025-05-19 13:52:48
5268,3755,2025-12-27 16:59:38,Completed,Credit Card,Next Day,17.88,230.94,0.0,3135.58,2025-12-27 16:59:38,2025-12-27 16:59:38
5269,3201,2025-12-23 11:40:05,Completed,PayPal,Standard,5.71,251.76,16.31,3388.2,2025-12-23 11:40:05,2025-12-23 11:40:05
5270,4178,2025-04-04 22:03:10,Completed,Debit Card,Standard,8.81,256.64,0.0,3473.41,2025-04-04 22:03:10,2025-04-04 22:03:10
5271,4534,2025-12-25 23:47:24,Pending,Debit Card,Next Day,20.72,192.67,0.0,2621.77,2025-12-25 23:47:24,2025-12-25 23:47:24
5272,3920,2025-09-04 07:59:08,Completed,Credit Card,Express,19.83,69.37,0.0,956.27,2025-09-04 07:59:08,2025-09-04 07:59:08
5273,1047,2025-07-22 09:56:53,Completed,PayPal,Standard,13.4,217.56,0.0,2950.42,2025-07-22 09:56:53,2025-07-22 09:56:53
5274,545,2025-07-12 16:10:21,Completed,Gift Card,Standard,14.95,192.44,0.0,2612.94,2025-07-12 16:10:21,2025-07-12 16:10:21
5275,1073,2025-03-02 02:01:34,Cancelled,Debit Card,Next Day,21.66,405.99,44.58,5457.91,2025-03-02 02:01:34,2025-03-02 02:01:34
5276,1792,2026-01-30 07:47:38,Returned,PayPal,Standard,22.66,135.88,12.61,1844.47,2026-01-30 07:47:38,2026-01-30 07:47:38
5277,2093,2026-01-26 14:41:06,Returned,PayPal,Express,12.81,294.62,0.0,3990.21,2026-01-26 14:41:06,2026-01-26 14:41:06
5278,4339,2025-12-10 12:20:03,Returned,Gift Card,Next Day,7.0,179.46,0.0,2429.76,2025-12-10 12:20:03,2025-12-10 12:20:03
5279,3933,2026-01-13 17:47:09,Completed,Credit Card,Express,10.61,221.4,0.0,2999.55,2026-01-13 17:47:09,2026-01-13 17:47:09
5280,596,2025-10-26 21:36:57,Completed,Credit Card,Express,17.28,292.96,0.0,3972.25,2025-10-26 21:36:57,2025-10-26 21:36:57
5281,1085,2025-07-03 08:27:14,Completed,Debit Card,Express,20.9,182.65,0.0,2486.66,2025-07-03 08:27:14,2025-07-03 08:27:14
5282,3827,2025-03-11 10:11:26,Completed,Debit Card,Express,22.98,170.45,32.6,2291.46,2025-03-11 10:11:26,2025-03-11 10:11:26
5283,2178,2026-01-22 05:38:20,Cancelled,Debit Card,Express,3.41,254.73,0.0,3442.23,2026-01-22 05:38:20,2026-01-22 05:38:20
5284,839,2025-06-06 18:21:23,Completed,Gift Card,Express,4.45,185.92,0.03,2514.39,2025-06-06 18:21:23,2025-06-06 18:21:23
5285,2014,2026-02-02 15:02:44,Completed,Gift Card,Express,24.72,9.2,0.0,148.94,2026-02-02 15:02:44,2026-02-02 15:02:44
5286,3653,2025-02-24 10:35:17,Cancelled,PayPal,Express,12.95,212.69,0.0,2884.32,2025-02-24 10:35:17,2025-02-24 10:35:17
5287,2689,2025-03-07 08:07:02,Cancelled,PayPal,Standard,8.07,335.49,0.0,4537.24,2025-03-07 08:07:02,2025-03-07 08:07:02
5288,3412,2025-09-15 04:00:54,Completed,Gift Card,Next Day,12.56,487.8,0.0,6597.84,2025-09-15 04:00:54,2025-09-15 04:00:54
5289,1981,2025-05-17 06:22:21,Pending,Debit Card,Standard,15.65,565.35,0.0,7647.9,2025-05-17 06:22:21,2025-05-17 06:22:21
5290,2437,2025-03-12 08:52:42,Completed,Gift Card,Next Day,2.05,231.91,0.0,3132.85,2025-03-12 08:52:42,2025-03-12 08:52:42
5291,918,2025-11-10 20:15:13,Completed,Credit Card,Standard,7.88,251.34,0.0,3401.02,2025-11-10 20:15:13,2025-11-10 20:15:13
5292,1177,2025-06-22 00:48:29,Completed,PayPal,Express,20.94,363.25,0.0,4924.84,2025-06-22 00:48:29,2025-06-22 00:48:29
5293,3300,2025-11-03 00:40:27,Completed,Debit Card,Standard,4.22,360.21,11.6,4855.4,2025-11-03 00:40:27,2025-11-03 00:40:27
5294,2849,2025-12-15 06:45:10,Completed,Credit Card,Standard,5.82,278.37,5.21,3758.63,2025-12-15 06:45:10,2025-12-15 06:45:10
5295,3645,2025-03-13 16:04:28,Completed,Debit Card,Express,0.34,375.99,0.0,5076.18,2025-03-13 16:04:28,2025-03-13 16:04:28
5296,257,2025-06-12 14:21:05,Completed,Credit Card,Express,2.11,116.83,0.0,1579.34,2025-06-12 14:21:05,2025-06-12 14:21:05
5297,229,2025-04-12 09:26:39,Completed,Gift Card,Standard,0.54,739.38,0.0,9982.18,2025-04-12 09:26:39,2025-04-12 09:26:39
5298,4689,2025-05-01 03:49:08,Completed,Credit Card,Standard,19.48,277.43,0.0,3764.78,2025-05-01 03:49:08,2025-05-01 03:49:08
5299,816,2025-06-23 17:57:53,Pending,PayPal,Express,3.15,173.96,0.0,2351.57,2025-06-23 17:57:53,2025-06-23 17:57:53
5300,2855,2026-01-22 05:50:49,Completed,Gift Card,Next Day,6.98,237.82,0.0,3217.55,2026-01-22 05:50:49,2026-01-22 05:50:49
5301,2009,2025-02-11 10:32:21,Returned,Gift Card,Next Day,23.03,161.09,0.0,2197.72,2025-02-11 10:32:21,2025-02-11 10:32:21
5302,4808,2025-07-26 16:43:47,Completed,PayPal,Next Day,20.55,520.21,0.0,7043.42,2025-07-26 16:43:47,2025-07-26 16:43:47
5303,604,2025-02-10 15:29:04,Pending,Debit Card,Express,2.04,458.68,0.0,6194.26,2025-02-10 15:29:04,2025-02-10 15:29:04
5304,2076,2025-12-23 10:16:00,Completed,Credit Card,Next Day,20.31,47.28,35.24,623.34,2025-12-23 10:16:00,2025-12-23 10:16:00
5305,4252,2026-01-24 09:03:57,Completed,PayPal,Express,20.37,245.36,31.2,3301.5,2026-01-24 09:03:57,2026-01-24 09:03:57
5306,3713,2025-08-17 13:39:07,Completed,Debit Card,Standard,23.94,379.26,4.33,5139.64,2025-08-17 13:39:07,2025-08-17 13:39:07
5307,3631,2025-09-27 06:23:21,Completed,Credit Card,Next Day,16.23,372.68,0.0,5047.44,2025-09-27 06:23:21,2025-09-27 06:23:21
5308,3321,2025-11-30 14:17:14,Completed,Debit Card,Standard,21.46,93.79,5.62,1282.06,2025-11-30 14:17:14,2025-11-30 14:17:14
5309,2516,2025-11-18 22:21:04,Pending,Debit Card,Next Day,6.42,349.0,5.73,4712.22,2025-11-18 22:21:04,2025-11-18 22:21:04
5310,4333,2025-10-23 16:11:21,Completed,Gift Card,Standard,5.82,425.97,0.0,5756.37,2025-10-23 16:11:21,2025-10-23 16:11:21
5311,4533,2025-08-01 01:08:22,Completed,Gift Card,Express,0.58,161.94,0.03,2186.75,2025-08-01 01:08:22,2025-08-01 01:08:22
5312,1568,2025-02-17 21:10:45,Completed,Credit Card,Standard,0.12,395.55,0.0,5340.04,2025-02-17 21:10:45,2025-02-17 21:10:45
5313,462,2025-05-17 07:57:20,Completed,Debit Card,Express,24.13,269.85,0.0,3667.07,2025-05-17 07:57:20,2025-05-17 07:57:20
5314,3036,2026-01-23 12:59:16,Completed,Credit Card,Next Day,14.48,89.53,0.0,1223.16,2026-01-23 12:59:16,2026-01-23 12:59:16
5315,1705,2025-08-04 04:44:27,Cancelled,Credit Card,Express,14.95,430.48,0.0,5826.38,2025-08-04 04:44:27,2025-08-04 04:44:27
5316,3887,2025-10-20 23:57:19,Cancelled,Credit Card,Next Day,22.46,601.93,0.0,8148.54,2025-10-20 23:57:19,2025-10-20 23:57:19
5317,480,2025-04-28 20:14:00,Completed,Debit Card,Next Day,6.82,210.46,0.0,2847.99,2025-04-28 20:14:00,2025-04-28 20:14:00
5318,872,2025-09-18 15:09:23,Returned,Gift Card,Next Day,8.15,20.0,0.0,278.21,2025-09-18 15:09:23,2025-09-18 15:09:23
5319,2005,2025-12-19 18:15:56,Completed,PayPal,Standard,23.36,285.11,9.53,3862.77,2025-12-19 18:15:56,2025-12-19 18:15:56
5320,4206,2025-03-03 00:34:27,Completed,PayPal,Next Day,1.2,378.82,0.0,5115.3,2025-03-03 00:34:27,2025-03-03 00:34:27
5321,1427,2025-04-04 22:34:31,Completed,Gift Card,Express,0.51,80.58,0.0,1088.39,2025-04-04 22:34:31,2025-04-04 22:34:31
5322,840,2025-09-13 10:05:28,Completed,Credit Card,Express,15.6,263.11,0.0,3567.58,2025-09-13 10:05:28,2025-09-13 10:05:28
5323,2541,2025-11-28 02:23:24,Completed,Debit Card,Standard,18.11,97.35,0.0,1332.36,2025-11-28 02:23:24,2025-11-28 02:23:24
5324,3490,2025-06-10 01:07:50,Completed,PayPal,Next Day,4.71,333.51,0.0,4507.11,2025-06-10 01:07:50,2025-06-10 01:07:50
5325,1633,2025-02-03 04:06:27,Completed,PayPal,Express,22.97,153.45,5.3,2089.29,2025-02-03 04:06:27,2025-02-03 04:06:27
5326,3351,2026-01-07 07:09:54,Completed,Credit Card,Standard,11.72,231.8,31.51,3109.56,2026-01-07 07:09:54,2026-01-07 07:09:54
5327,1795,2025-04-27 20:09:57,Completed,Credit Card,Next Day,11.61,30.2,0.0,419.36,2025-04-27 20:09:57,2025-04-27 20:09:57
5328,1077,2025-05-25 13:17:21,Completed,Credit Card,Express,18.46,227.94,0.0,3095.69,2025-05-25 13:17:21,2025-05-25 13:17:21
5329,557,2025-04-16 15:51:35,Completed,Credit Card,Next Day,18.52,597.96,32.51,8058.41,2025-04-16 15:51:35,2025-04-16 15:51:35
5330,4769,2025-09-02 00:48:17,Cancelled,Credit Card,Next Day,0.74,19.13,42.98,215.99,2025-09-02 00:48:17,2025-09-02 00:48:17
5331,2319,2025-09-06 11:34:12,Completed,Gift Card,Express,19.58,211.46,0.97,2873.38,2025-09-06 11:34:12,2025-09-06 11:34:12
5332,1513,2025-04-03 00:12:30,Pending,Debit Card,Next Day,11.09,48.67,0.0,668.12,2025-04-03 00:12:30,2025-04-03 00:12:30
5333,3181,2025-10-31 07:46:18,Completed,Debit Card,Express,13.63,209.3,22.02,2817.16,2025-10-31 07:46:18,2025-10-31 07:46:18
5334,2587,2025-03-06 11:59:38,Completed,Credit Card,Express,14.34,62.99,0.89,863.84,2025-03-06 11:59:38,2025-03-06 11:59:38
5335,1136,2025-08-14 02:51:27,Completed,Credit Card,Express,7.59,205.27,0.0,2778.79,2025-08-14 02:51:27,2025-08-14 02:51:27
5336,4997,2025-12-08 12:54:02,Completed,Debit Card,Standard,20.71,174.25,0.0,2373.13,2025-12-08 12:54:02,2025-12-08 12:54:02
5337,2048,2025-02-03 19:14:51,Completed,PayPal,Next Day,24.4,316.6,33.65,4264.82,2025-02-03 19:14:51,2025-02-03 19:14:51
5338,4200,2025-08-13 01:21:24,Completed,PayPal,Express,16.11,397.63,0.0,5384.07,2025-08-13 01:21:24,2025-08-13 01:21:24
5339,4819,2025-06-23 06:15:24,Completed,Credit Card,Express,23.03,361.63,0.0,4905.01,2025-06-23 06:15:24,2025-06-23 06:15:24
5340,3383,2025-12-18 22:56:09,Pending,Gift Card,Express,13.77,453.31,0.0,6133.45,2025-12-18 22:56:09,2025-12-18 22:56:09
5341,1294,2025-02-20 13:17:04,Completed,Credit Card,Standard,14.22,310.66,22.98,4185.12,2025-02-20 13:17:04,2025-02-20 13:17:04
5342,2888,2025-06-17 03:52:15,Completed,Gift Card,Standard,2.12,93.51,47.91,1216.57,2025-06-17 03:52:15,2025-06-17 03:52:15
5343,2344,2025-02-28 10:27:09,Completed,Credit Card,Standard,3.18,181.39,4.93,2447.06,2025-02-28 10:27:09,2025-02-28 10:27:09
5344,403,2025-07-08 13:21:15,Pending,Credit Card,Standard,16.79,62.75,42.08,821.85,2025-07-08 13:21:15,2025-07-08 13:21:15
5345,811,2025-04-18 07:20:16,Completed,PayPal,Next Day,15.69,74.16,0.0,1016.86,2025-04-18 07:20:16,2025-04-18 07:20:16
5346,2262,2025-10-20 12:19:21,Completed,Gift Card,Express,18.36,124.88,0.0,1704.26,2025-10-20 12:19:21,2025-10-20 12:19:21
5347,3168,2026-01-17 08:18:25,Cancelled,Debit Card,Standard,5.81,460.68,17.01,6207.96,2026-01-17 08:18:25,2026-01-17 08:18:25
5348,3540,2025-11-23 08:59:46,Completed,Gift Card,Express,4.83,611.31,0.0,8257.46,2025-11-23 08:59:46,2025-11-23 08:59:46
5349,1791,2025-12-15 23:36:25,Completed,PayPal,Standard,8.62,193.31,43.52,2574.82,2025-12-15 23:36:25,2025-12-15 23:36:25
5350,3894,2025-04-24 11:19:08,Completed,Gift Card,Standard,9.46,279.35,0.0,3780.65,2025-04-24 11:19:08,2025-04-24 11:19:08
5351,2534,2025-07-05 01:27:22,Completed,PayPal,Standard,2.4,128.05,27.6,1703.53,2025-07-05 01:27:22,2025-07-05 01:27:22
5352,216,2025-05-01 14:06:39,Completed,Credit Card,Next Day,3.9,155.51,41.59,2061.72,2025-05-01 14:06:39,2025-05-01 14:06:39
5353,4967,2025-06-04 10:15:58,Completed,Credit Card,Standard,23.7,239.78,5.02,3255.65,2025-06-04 10:15:58,2025-06-04 10:15:58
5354,3874,2025-11-23 02:01:45,Returned,PayPal,Express,0.38,276.97,0.0,3739.46,2025-11-23 02:01:45,2025-11-23 02:01:45
5355,1810,2025-06-23 08:40:33,Completed,Debit Card,Express,24.84,158.78,31.47,2136.85,2025-06-23 08:40:33,2025-06-23 08:40:33
5356,2380,2026-01-13 20:40:03,Pending,Gift Card,Standard,8.6,188.14,0.0,2548.46,2026-01-13 20:40:03,2026-01-13 20:40:03
5357,3365,2025-02-17 15:48:09,Completed,Debit Card,Express,17.25,127.46,0.0,1737.91,2025-02-17 15:48:09,2025-02-17 15:48:09
5358,2155,2025-12-09 14:18:48,Completed,Debit Card,Next Day,18.03,100.43,0.0,1373.81,2025-12-09 14:18:48,2025-12-09 14:18:48
5359,1873,2025-02-20 01:21:55,Returned,PayPal,Standard,24.2,202.7,0.0,2760.62,2025-02-20 01:21:55,2025-02-20 01:21:55
5360,4526,2025-12-29 01:35:55,Returned,PayPal,Next Day,19.99,225.1,17.78,3041.12,2025-12-29 01:35:55,2025-12-29 01:35:55
5361,2688,2025-05-21 15:11:20,Completed,PayPal,Standard,1.65,396.43,0.0,5353.51,2025-05-21 15:11:20,2025-05-21 15:11:20
5362,3423,2025-08-03 00:36:56,Completed,Credit Card,Express,20.3,259.07,0.0,3517.69,2025-08-03 00:36:56,2025-08-03 00:36:56
5363,2601,2025-03-04 21:22:29,Pending,Credit Card,Express,23.0,71.69,43.15,947.64,2025-03-04 21:22:29,2025-03-04 21:22:29
5364,2400,2025-11-29 16:39:04,Completed,Credit Card,Next Day,21.71,146.89,0.0,2004.75,2025-11-29 16:39:04,2025-11-29 16:39:04
5365,4299,2025-05-29 08:22:39,Completed,Credit Card,Express,4.65,392.59,15.57,5289.03,2025-05-29 08:22:39,2025-05-29 08:22:39
5366,2502,2025-02-07 17:05:09,Pending,Debit Card,Standard,0.52,267.95,0.0,3617.82,2025-02-07 17:05:09,2025-02-07 17:05:09
5367,1006,2025-02-13 13:36:27,Completed,PayPal,Next Day,22.65,117.16,0.41,1603.9,2025-02-13 13:36:27,2025-02-13 13:36:27
5368,488,2025-06-11 09:04:56,Completed,Credit Card,Express,19.32,345.15,0.0,4678.86,2025-06-11 09:04:56,2025-06-11 09:04:56
5369,3815,2025-07-01 06:43:12,Completed,Gift Card,Express,7.86,216.8,0.0,2934.69,2025-07-01 06:43:12,2025-07-01 06:43:12
5370,2723,2025-05-29 07:53:08,Completed,Gift Card,Standard,19.06,455.12,0.0,6163.22,2025-05-29 07:53:08,2025-05-29 07:53:08
5371,4881,2025-09-27 10:10:27,Completed,Credit Card,Standard,10.16,236.69,13.27,3192.25,2025-09-27 10:10:27,2025-09-27 10:10:27
5372,3472,2025-05-28 18:29:26,Completed,PayPal,Standard,5.34,5.54,33.95,46.14,2025-05-28 18:29:26,2025-05-28 18:29:26
5373,1808,2025-11-27 18:10:42,Pending,Debit Card,Express,19.73,408.34,0.0,5532.36,2025-11-27 18:10:42,2025-11-27 18:10:42
5374,4296,2025-06-06 06:43:16,Pending,Debit Card,Express,24.27,173.62,0.0,2368.14,2025-06-06 06:43:16,2025-06-06 06:43:16
5375,4679,2025-03-22 12:33:08,Completed,Credit Card,Express,3.31,160.92,23.98,2151.74,2025-03-22 12:33:08,2025-03-22 12:33:08
5376,4043,2025-10-24 08:22:08,Completed,PayPal,Express,10.08,154.93,0.0,2101.63,2025-10-24 08:22:08,2025-10-24 08:22:08
5377,4530,2025-11-26 02:47:37,Cancelled,PayPal,Standard,18.33,72.48,0.0,996.81,2025-11-26 02:47:37,2025-11-26 02:47:37
5378,2406,2025-07-09 09:22:15,Pending,PayPal,Express,18.11,129.6,41.8,1725.85,2025-07-09 09:22:15,2025-07-09 09:22:15
5379,2915,2025-02-11 10:04:07,Pending,Gift Card,Next Day,21.52,610.96,0.0,8269.44,2025-02-11 10:04:07,2025-02-11 10:04:07
5380,2761,2025-04-25 12:01:56,Completed,PayPal,Express,10.01,74.65,0.0,1017.82,2025-04-25 12:01:56,2025-04-25 12:01:56
5381,2909,2025-07-30 18:40:25,Completed,PayPal,Next Day,2.89,342.0,0.0,4619.91,2025-07-30 18:40:25,2025-07-30 18:40:25
5382,3400,2025-08-14 01:20:10,Cancelled,Credit Card,Next Day,21.01,334.91,0.0,4542.35,2025-08-14 01:20:10,2025-08-14 01:20:10
5383,2009,2025-11-15 20:18:17,Completed,Debit Card,Express,0.27,406.43,0.0,5487.11,2025-11-15 20:18:17,2025-11-15 20:18:17
5384,2883,2025-03-25 02:15:05,Completed,PayPal,Express,24.23,10.03,0.0,159.69,2025-03-25 02:15:05,2025-03-25 02:15:05
5385,1541,2025-10-04 21:04:33,Completed,Gift Card,Next Day,18.84,216.7,33.75,2910.54,2025-10-04 21:04:33,2025-10-04 21:04:33
5386,25,2026-01-07 18:37:23,Pending,Debit Card,Express,21.79,580.27,0.0,7855.49,2026-01-07 18:37:23,2026-01-07 18:37:23
5387,4469,2025-03-29 18:41:46,Completed,PayPal,Next Day,0.87,500.75,0.0,6761.0,2025-03-29 18:41:46,2025-03-29 18:41:46
5388,442,2025-08-23 21:19:16,Completed,Debit Card,Express,19.99,85.25,0.0,1170.87,2025-08-23 21:19:16,2025-08-23 21:19:16
5389,2021,2026-01-23 04:02:54,Cancelled,Debit Card,Next Day,2.5,42.68,0.0,578.74,2026-01-23 04:02:54,2026-01-23 04:02:54
5390,1106,2025-12-16 20:01:58,Cancelled,PayPal,Standard,13.84,287.14,0.0,3890.27,2025-12-16 20:01:58,2025-12-16 20:01:58
5391,2212,2025-07-03 20:15:28,Pending,PayPal,Standard,17.81,355.77,0.0,4820.66,2025-07-03 20:15:28,2025-07-03 20:15:28
5392,1606,2025-08-18 06:01:00,Completed,Gift Card,Next Day,5.03,525.23,0.0,7095.61,2025-08-18 06:01:00,2025-08-18 06:01:00
5393,340,2025-04-16 23:07:01,Completed,Credit Card,Next Day,0.18,175.88,33.16,2341.39,2025-04-16 23:07:01,2025-04-16 23:07:01
5394,2014,2025-03-09 07:11:38,Completed,Gift Card,Standard,9.13,267.43,17.5,3601.95,2025-03-09 07:11:38,2025-03-09 07:11:38
5395,4120,2025-09-28 08:54:25,Completed,Debit Card,Express,22.92,71.14,0.0,983.31,2025-09-28 08:54:25,2025-09-28 08:54:25
5396,2497,2025-07-15 12:03:59,Completed,PayPal,Express,18.22,43.42,0.0,604.45,2025-07-15 12:03:59,2025-07-15 12:03:59
5397,4040,2025-02-02 22:24:08,Completed,Gift Card,Next Day,8.21,121.24,0.0,1644.96,2025-02-02 22:24:08,2025-02-02 22:24:08
5398,1558,2026-01-31 21:17:10,Completed,PayPal,Standard,2.99,78.06,0.0,1056.79,2026-01-31 21:17:10,2026-01-31 21:17:10
5399,2669,2026-01-21 20:16:39,Returned,Gift Card,Standard,0.47,113.29,18.75,1511.18,2026-01-21 20:16:39,2026-01-21 20:16:39
5400,1196,2025-05-19 12:57:55,Pending,Debit Card,Express,7.93,404.08,0.0,5463.01,2025-05-19 12:57:55,2025-05-19 12:57:55
5401,55,2025-06-15 13:58:12,Returned,PayPal,Next Day,9.8,271.27,0.0,3671.96,2025-06-15 13:58:12,2025-06-15 13:58:12
5402,52,2025-03-14 15:09:17,Pending,PayPal,Next Day,3.74,313.9,26.6,4214.77,2025-03-14 15:09:17,2025-03-14 15:09:17
5403,4999,2025-09-28 22:06:23,Cancelled,Credit Card,Standard,0.78,339.54,0.0,4584.63,2025-09-28 22:06:23,2025-09-28 22:06:23
5404,3412,2025-03-14 12:47:46,Completed,Debit Card,Next Day,4.89,310.11,0.0,4191.35,2025-03-14 12:47:46,2025-03-14 12:47:46
5405,905,2025-09-01 14:08:43,Completed,Debit Card,Standard,10.8,310.92,48.49,4159.75,2025-09-01 14:08:43,2025-09-01 14:08:43
5406,1657,2025-06-24 18:48:06,Completed,Debit Card,Next Day,3.48,311.52,0.0,4209.06,2025-06-24 18:48:06,2025-06-24 18:48:06
5407,203,2025-02-18 22:30:11,Completed,Debit Card,Standard,22.16,150.93,0.0,2059.76,2025-02-18 22:30:11,2025-02-18 22:30:11
5408,2963,2025-05-26 09:26:50,Completed,Credit Card,Standard,23.28,426.56,0.0,5781.84,2025-05-26 09:26:50,2025-05-26 09:26:50
5409,1812,2026-01-18 04:26:43,Pending,Debit Card,Standard,22.05,41.56,0.0,583.07,2026-01-18 04:26:43,2026-01-18 04:26:43
5410,4901,2025-09-05 18:50:40,Completed,Credit Card,Express,2.62,306.9,0.0,4145.75,2025-09-05 18:50:40,2025-09-05 18:50:40
5411,1052,2025-12-01 12:49:44,Completed,Debit Card,Standard,8.08,234.47,30.49,3142.93,2025-12-01 12:49:44,2025-12-01 12:49:44
5412,4046,2025-09-13 06:26:13,Completed,Credit Card,Next Day,1.58,227.22,0.0,3069.01,2025-09-13 06:26:13,2025-09-13 06:26:13
5413,882,2025-11-29 22:39:18,Completed,Gift Card,Express,17.24,76.26,0.0,1046.81,2025-11-29 22:39:18,2025-11-29 22:39:18
5414,2840,2025-03-28 12:24:20,Completed,Credit Card,Express,2.56,353.48,0.0,4774.59,2025-03-28 12:24:20,2025-03-28 12:24:20
5415,3185,2025-02-09 23:55:31,Cancelled,Gift Card,Express,20.54,254.76,0.0,3459.82,2025-02-09 23:55:31,2025-02-09 23:55:31
